poste,entreprise,lieu,salary_min,salary_max,currency,description,source,pays
Senior AI & ML Engineer,Luxoft,Italia,50000,70000,,"Direct message the job poster from Luxoft Senior Talent Acquisition Specialist @ Luxoft | Psychology Diploma, HR You will be part of the Team tasked to transform and equip a large Manufacturer with digital solutions, skills and knowledge to strengthen World Class Manufacturing for competitive advantage. You will be responsible for activities that exploit the new possibilities offered by generative AI and ML solutions to assist internal employees as well as customers. Responsibilities Develop an…",adzuna_api,it
SENIOR DATA SCIENTIST,smartFAB Srl,"Provincia di Milano, Lombardia",70000,90000,,"Manufacturing may be one of the least flashy spaces, but it is a key pillar of the economy. It employs 33 million people, in Europe alone, and makes the products we utilize daily. By embracing advanced analytics, manufacturers can significantly enhance production quality and efficiency. smartFAB’s augmented analytics platform employs automated machine learning and other forms of AI to deliver actionable and explainable, cross-functional insights to decision-makers of all skillsets. It puts peop…",adzuna_api,it
SENIOR DATA SCIENTIST,smartFAB Srl,"Provincia di Milano, Lombardia",70000,90000,,"Manufacturing may be one of the least flashy spaces, but it is a key pillar of the economy. It employs 33 million people, in Europe alone, and makes the products we utilize daily. By embracing advanced analytics, manufacturers can significantly enhance production quality and efficiency. smartFAB’s augmented analytics platform employs automated machine learning and other forms of AI to deliver actionable and explainable, cross-functional insights to decision-makers of all skillsets. It puts peop…",adzuna_api,it
Offerta di lavoro per Speech AI Engineer – ASR & TTS Specialist- Roma,Selefor,"Provincia di Roma, Lazio",50000,70000,,"Chi siamo: Selefor è leader nella consulenza HR e nella trasformazione digitale. Promuoviamo l’innovazione attraverso progetti ad alto contenuto tecnologico e sosteniamo la crescita di aziende dinamiche e di professionisti/e. Per una realtà di eccellenza su Roma, cerchiamo una/un SPEECH AI Engineer – ASR & TTS Specialist esperta/o in tecnologie Vocali, Intelligenza Artificiale e Machine Learning. Responsabilità Speech AI Engineer – Sviluppo Sistemi ASR & TTS, Innovazione Intelligenza Artificial…",adzuna_api,it
Data & AI Consultant - Napoli | Palermo,PwC,"Provincia di Palermo, Sicilia",50000,70000,,"Summary Vuoi essere al centro di prospettive di crescita uniche? Entra nella practice Advisory - Data & Cloud di PwC e diventa un Data Scientist. Prenderai parte a diversi progetti di trasformazione del business nei settori come Automotive & Industrial Manufacturing, Consumer Markets, Energy & Utilities, Financial Services, Telco & Media, attraverso l’efficientamento e la reingegnerizzazione dei processi interni. Grazie all’accesso alle vaste competenze del nostro network internazionale, potrai…",adzuna_api,it
Artificial Intelligence Engineer,Selection 4.0 SA,"Provincia di Ancona, Marche",50000,70000,,"Società tecnologicamente all’avanguardia, specializzata nella ricerca e selezione di profili di Middle e Top Management in ambito nazionale e internazionale, è alla ricerca di un Il nostro Cliente è una Tech Company in veloce crescita e prossima ad un'ambiziosa fase di scale up. Il loro prodotto di punta, unico nel suo genere e decisamente pionieristico, è già largamente commercializzato in Italia e US, rivoluzionando il settore di riferimento. Posizione Ricercata: Machine Learning/NLP Engineer…",adzuna_api,it
FULL STACK SOFTWARE DEVELOPER,MK Group,"Provincia di Milano, Lombardia",50000,70000,,MK Group è un’azienda nata nel 2005 che si occupa di offrire servizi alle industrie e alla distribuzione al fine di gestire l’intera filiera in store e garantire l’ottimizzazione della retail execution. Offriamo soluzioni flessibili e customizzate unite alla personalizzazione del client service e valorizziamo il marketing mix dei servizi in store in ogni canale distributivo. Posizione : Siamo alla ricerca di un Sviluppatore Software Full Stack per un’opportunità all’interno del nostro team IT. …,adzuna_api,it
Data Scientist/ML Engineer,Matchguru,"Provincia di Roma, Lazio",70000,90000,,"Ciao, talento del tech! Siamo MatchGuru, piacere di conoscerti! Ci presentiamo, come è giusto che sia MatchGuru è più di una piattaforma: è l'epicentro dove talenti e aziende si scoprono, capiscono e incontrano. Con le nostre soluzioni tecnologiche proprietarie, acceleriamo ed efficientiamo il processo di selezione, liberandolo da rallentamenti ed errori. Questo ci rende una vera e propria guida sia per i talenti, che accompagniamo verso le opportunità più affini alle proprie caratteristiche e …",adzuna_api,it
Specialista in Intelligenza Artificiale,Di Martino Group,"Provincia di Catania, Sicilia",50000,70000,,"Grazie alla passione che ci guida ogni giorno nella nostra attività, in Gruppo Di Martino facciamo del nostro meglio per migliorarci continuamente in tutti i nostri settori di competenza. I driver del nostro successo sono la continua ricerca delle modalità più sostenibile e l'attenzione al servizio che offriamo ai nostri clienti. Di cosa ti occuperai? La risorsa selezionata entrerà a far parte dell’Ufficio IT e riporterà direttamente al Responsabile IT. Avrà le seguenti principali responsabilit…",adzuna_api,it
Front End Developer - AI,Experis,"Provincia di Roma, Lazio",50000,70000,,"Per il nostro Cliente, si ricerca un Front-End Developer con almeno 3 anni di esperienza perprogetto biennale su Cliente nelsettore Difesa. Il candidato ideale è autonomo nella programmazione front-end con Angular o React e ha maturato una piccola esperienza nell’ambito dell'Intelligenza Artificiale (AI) . Responsabilità : Sviluppo e manutenzione di interfacce utente responsabili e performanti utilizzando Angular oReact. Collaborazione con i team di back-end per garantire un'integrazione fluida…",adzuna_api,it
AI Engineer 471336,Fondazione LINKS - Leading Innovation & Knowledge for Society,"Provincia di Torino, Piemonte",50000,70000,,"Posizione aperta: AI Software Engineer La Fondazione LINKS, nell’ambito dell’area AI, DATA and SPACE, ricerca un AI Software Engineer per supportare progetti di ricerca applicata nel campo dell’intelligenza artificiale. La risorsa collaborerà con i ricercatori su progetti finanziati da collaborazioni industriali ed europee, contribuendo alla progettazione e sviluppo di sistemi AI full-stack, inclusi tecnologie web, dispositivi wearable e embedded. Requisiti principali: Laurea magistrale in Info…",adzuna_api,it
Responsabile CED / IT – Sviluppo e Innovazione AI,ADECCO ITALIA S.p.A.,"Castellarano, Provincia di Reggio Emilia",30000,50000,,"Il Team Permanent Consultant Adecco ricerca, per importante azienda di progettazione, Responsabile CED. Principali responsabilità: - Garantire l'operatività quotidiana dei sistemi IT aziendali e supervisionare i fornitori esterni. - Pianificare strategie di sicurezza informatica e gestire i backup dei dati. - Risolvere problematiche hardware e software relative a PC, reti e server. - Mantenere e aggiornare l'infrastruttura tecnologica, inclusi server, client e dispositivi di rete. - Fornire sup…",adzuna_api,it
Analista funzionale AI,Var Group,"Bologna, Provincia di Bologna",50000,70000,,"Unisciti a noi come ANALISTA FUNZIONALE AI Sede: Bologna Contratto: Tempo indeterminato Chi siamo Var Group, affianca le imprese nel loro percorso di evoluzione digitale, grazie alla professionalità delle oltre 3850 persone distribuite in 13 paesi nel mondo. Dal 2022 siamo Great Place to Work: valorizziamo ogni persona e crediamo che l'inclusione e il senso di appartenenza siano fondamentali per costruire un ambiente di lavoro innovativo, sereno e accogliente. Se stai cercando un luogo dove esp…",adzuna_api,it
CYS - Business Analyst - CIE,Leonardo SpA,"Provincia di Roma, Lazio",30000,50000,,"Job Description: Leonardo è un gruppo industriale internazionale, tra le principali realtà mondiali nell'Aerospazio, Difesa e Sicurezza che realizza capacità tecnologiche multidominio in ambito Elicotteri, Velivoli, Aerostrutture, Elettronica, Cyber Security e Spazio. Con oltre 53.000 dipendenti nel mondo, l'azienda ha una solida presenza industriale in Italia, Regno Unito, Polonia, Stati Uniti, e opera in 150 paesi anche attraverso aziende controllate, joint venture e partecipazioni. Protagoni…",adzuna_api,it
Artificial Intelligence Engineer,Selection 4.0 SA,"Provincia di Ravenna, Emilia-Romagna",50000,70000,,"Società tecnologicamente all’avanguardia, specializzata nella ricerca e selezione di profili di Middle e Top Management in ambito nazionale e internazionale, è alla ricerca di un Machine Learning Engineer / AI Engineer Il nostro Cliente è una Tech Company in veloce crescita e prossima ad un'ambiziosa fase di scale-up. Il loro prodotto di punta, unico nel suo genere e decisamente pionieristico, è già largamente commercializzato in Italia e negli US, e sta rivoluzionando il proprio settore di rif…",adzuna_api,it
Senior Business Analyst | ML / AI / Data Science,Avanade,"Provincia di Milano, Lombardia",70000,90000,,"Hai esperienza in progetti di Machine Learning, Artificial Intelligence o Data Science come figura funzionale? Allora stiamo cercando te! In Avanade lavoriamo per fornire ai nostri partner le migliori soluzioni possibili sfruttando le tecnologie più all'avanguardia. In quest'ottica, stiamo potenziando il nostro team di business analyst in ambito Machine Learning e Artificial Intelligence (Data&AI), capaci di apportare consistente expertise nell'introduzione, implementazione ed evoluzione di pro…",adzuna_api,it
AI Data Engineer,MatchGuru,"Giugliano in Campania, Provincia di Napoli",50000,70000,,"MatchGuru è più di una piattaforma : è l'epicentro dove talenti e aziende si scoprono, capiscono e incontrano. Con le nostre soluzioni tecnologiche proprietarie, acceleriamo ed efficientiamo il processo di selezione, liberandolo da rallentamenti ed errori. Questo ci rende una vera e propria guida sia per i talenti, che accompagniamo verso le opportunità più affini alle proprie caratteristiche e aspettative, sia per l’azienda, che aiutiamo a scovare i candidati perfetti prima di ogni altri compe…",adzuna_api,it
Senior Business Analyst | ML/AI/Data Science,Avanade,"Provincia di Roma, Lazio",70000,90000,,"Hai esperienza in progetti di Machine Learning, Artificial Intelligence o Data Science come figura funzionale? Allora stiamo cercando te! In Avanade lavoriamo per fornire ai nostri partner le migliori soluzioni possibili sfruttando al meglio le tecnologie più all'avanguardia. In quest'ottica, stiamo potenziando il nostro team di business analyst in ambito Machine Learning e Artificial Intelligence (Data & AI), capaci di apportare consistente expertise nell'introduzione, implementazione ed evolu…",adzuna_api,it
